ano,nivel1,nivel2,nivel3,nivel4,nivel5,nivel6,valor_previsto,valor_arrecadado
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv.002/2012/CEF - CONDOMINIO FERRARA - TTS P    MCMV - SMH,0.0,7117.04
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 003/2012/CEF - CONDOMINIO LIVORNO - TTS P   MCMV - SMH,0.0,7626.65
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 004/2012/CEF - CONDOMINIO TERNI - TTS PMC   MV - SMH,0.0,7314.42
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 005/2012/CEF - CONDOMINIO TRENTO - TTS PM   CMV - SMH,0.0,7252.3
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 006/2012/CEF - CONDOMINIO TREVISO - TTS P   MCMV - SMH,0.0,6692.81
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 007/2012/CEF - CONDOMINIO VARESE - TTS PM   CMV - SMH,0.0,6282.77
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 008/2012/CEF - VIVENDAS DAS PATATIVAS - T   TS PMCMV - SMH,0.0,8426.67
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 009/2012/CEF - RESIDENCIAL MANGUEIRA II -    TTS PMCMV - SMH,0.0,7334.89
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 011/2012/CEF - RESIDENCIAL ALMADA - TTS P   MCMV - SMH,0.0,15725.42
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 030/2012/CEF - RESIDENCIAL ESTORIL - TTS    PMCMV - SMH,0.0,11536.69
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 016/2012/CEF - CONDOMINIO PARQUE ROYAL -    TTS PMCMV - SMH,0.0,11303.44
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 022/2012/CEF - RESIDENCIAL TOLEDO - TTS P   MCMV - SMH,0.0,15474.56
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv.025/2012/CEF - RESIDENCIAL VIVENDA DAS OR    QUIDEAS - TTS PMCMV - SMH,0.0,15433.27
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,Conv. 027/2012/CEF - RESIDENCIAL VIVENDAS RECAN   TO DA NATUREZA - TTS PMCMV - SMH,0.0,13487.15
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,CONV. N 824422/2015/MJ/SESGE - IMPLEMENTACAO DO PLANO NACIONAL DE SEGURANCA PARA A REALIZA,0.0,94177.86
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,CONV. N 824460/2015/MJ/SESGE - IMPLEMENTACAO DO PLANO NACIONAL DE SEGURANCA PARA A REALIZA,0.0,356968.72
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,CONV. N 817194/2015/MJ/SESGE - CAPACITACAO DOS INTEGRANTES DA GUARDA MUNICIPAL PARA ATUACA,0.0,4673.11
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONVENIOS DA ADM DI,CONV. 818552/2015/MDSCF - ESTRATEGIA DE PROMOCAO EDE EDUCACAO DA ALIMENTACAO SAUDAVEL E SU,0.0,9052.01
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. 1168/1997 - COMENOI - SMH,0.0,64849.03
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.363/1998 - MELHORIAS FISICAS - OPERACIONAIS AV.COM.GUARANYS/SMITHLINE-MRJ-SMO,0.0,30821.3
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/1999/LAMSA - SMO,0.0,70223.96
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/199/EMBRATEL - SMO,0.0,75512.8
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/2000/ERJ - COMPLEXO DA MANGUEIRA - SMO,0.0,7470.78
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/2000/ERJ - LAGOA RODRIGO DE FREITAS - SMO,0.0,24184.94
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/2000/ERJ - CEDAE/RIOAGUAS - SMO,0.0,3795.97
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/2000/ERJ - MERCADAO DE MADUREIRA - SMO,0.0,52108.19
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/2000/ERJ - PARQUE DO JURAMENTO - SMO,0.0,77182.81
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. S/N/2000/ERJ - CENTRO ESPORTIVO E CULTURAL DA ROCINHA - SMO,0.0,325691.52
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. 222/2001/MET - PROJETO NAVEGAR - SMEL,0.0,8752.72
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.07/2006/PREVIRIO - PROJETO LONGEVIDADE - SETI,0.0,14620.32
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. 336/2006 - ATEND. A CRIANCAS E ADOLESCENTES VITIMAS DO TRAFICO - SMAS,0.0,262.8
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. 012/2007/ME/PCRJ - VILA PANAMERICANA - SMEL,0.0,530.95
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. 02/2007/PREVIRIO/SMEL - CONSTRUCAO DO CLUBE DO SERVIDOR MUNICIPAL - SMEL,0.0,18877.56
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.CR 2607.0223644-85/2007 - PAC MORADIA E URBANIZACAO - SMH,0.0,833945.5
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. ATN/FC 10333-BR-TERMO COOPER.TEC.-PROG. REVIT. CENTRO HISTORICO -SMU,0.0,10.68
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),PCRJ/ADAI-PROJ.15/2007 - MICROFILMAGEM E RECUP. DA SERIE ESCRAVIDAO-ARQUIVO DA CID. RJ-SMC,0.0,24.61
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.ADAI/MIN.CULT.DA ESPANHA N2008/16-MICROF.DIG.E RECUP.INFORM.-S.INDEP.-ARQ.GERAL-SMC,0.0,209.65
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. 729907/2009/MJ - AQUIS. EQUIP.E INSTAL.DE VIDEOMONITORAMENTO - PRONASCI - CVL,0.0,39457.99
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. SENASP/MJ N.063/2009 - PROJETO ESPACOS URBANOS SEGUROS - PRONASCI - SMH,0.0,64995.59
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.726437/2009/MINC/FNC - QUALIFICACAO DOS ESPACOS CULTURAIS COMUNITARIOS - SMC,0.0,23266.83
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.09.2.0495.1/2009/BNDES-REQUALIF./AMPL.DO SIST.ESGOTO SANITARIO DE VILA KENNEDY - SMO,0.0,14884.36
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. PREVIRIO/CVL -GESTAO DO CLUBE DO SERVIDOR MUNICIPAL - CVL,0.0,139897.91
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. CR. CEF260.0223649-35/2007-PAC URBANIZACAO- COMPLEXO DE MANGUINHOS - SMH,0.0,196940.96
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. CR-CEF2607.0223650-76/2007 - PAC URBANIZACAO - COMPLEXO DO ALEMAO - SMH,0.0,269755.89
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV. MTE SENAES N.722081/2009-FOMENTO E APOIO DO DESENV. DA ECONOMIA SOLIDARIA - SEDES,0.0,30445.43
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.MEC/FNDE 657697/2009 - CONSTRUCAO DE UNIDADES DE EDUCACAO INFANTIL,0.0,453413.08
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.SENASP/MJ 743281/2010-CAPACIT.DE AGENTESDA GMRJ NA UTILIZ.TECNOLOGIA NAO LETAL- SEOP,0.0,3116.25
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.BNDES 10.2.2030.1- AMPLIACAO DO PROGRAMADE COLETA SELETIVA NO MUNICIPIO DO RJ - SMAC,0.0,62793.87
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.747944/2010/MIN.INTEGR.NACIONAL - RECUPERACAO DO PARQUE NACIONAL DA TIJUCA - SMAC,0.0,38763.38
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.26/2011/PREVIRIO - CRECHE INSTITUCIONAL DR. PAULO NIEMEYER - SMA,0.0,95727.98
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),"CONV.724477/2009/MINC- PROJETO TEATRO ESSENCIAL, TRANSF., CRIACAO E VIVENCIA DA CIDADANIA",0.0,334634.31
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.10/2012-SEE/PCRJ- REPASSE DE REC. FIN. DO PNAE P/ ALUNOS PROGRAMA MUNICIP. ENSINO,0.0,9265.66
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),TC 0351049-89/2011/MIN.CIDADES/CEF - CONTROLE DE CHEIAS DO CANAL DO MANGUE- SMO,0.0,1158133.69
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),TC 0351547-11/2011/MIN.CIDADES/CEF - OBRAS DE CONTENCAO DE ENCOSTAS EM AREA DE RISCO- SMO,0.0,261872.41
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),"CONV.030/2012/MTE/SENAES-PROJETO RIO ECON.SOL-COMPL.ALEMAO,MARE,ANTARES/PALMARES E COROA",0.0,75185.03
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.24/2012/SEA/RIOAGUAS-PRAIAS DE SAO CONRADO E BICA - SMO,0.0,321159.67
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO DIRETA (EXCETO FUNDOS ESPECIAIS),CONV.111/2012/MTE/SPPE/CODEFAT-PLANSINE SPERTACOES ORIENT PROF E INT MO E HAB SEG DES-SMTE,0.0,65585.9
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONV.034/2009 - PROGRAMA DE EDITAIS DO AUDIOVISUAL SEC/2009/2010 - RIOFILME,0.0,94036.96
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONV.92/2010 PETROBRAS/RIOFILME- DISTRIBUICAOFILME ONDE A CORUJA DORME,0.0,0.65
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONCESSAO DE APOIO FINANCEIRO DO PREMIO ADICIONAL DE RENDA 2012 N 130/2012,0.0,48.24
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONCESSAO DE APOIO FINANCEIRO DO PREMIO ADICIONAL DE RENDA 2013-CINE CARIOCA NOVA BRASILIA,0.0,1856.83
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONV.772399/2012 REFORMULACAO DO MUSEU DO UNIVERSO - PLANETARIO DA CIDADE,0.0,38853.27
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONV. 818802/2015 - ATUALIZACAO TECNOLOGICA DO PROJETOR UNIVERSARIUM - MCTI/PLANETARIO,0.0,2060.14
2016,RECEITAS PATRIMONIAIS,RECEITAS DE VALORES MOBILIARIOS,REMUNERACAO DE DEPOSITOS BANCARIOS,REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS,RECURSOS DE CONVENIOS DA ADMINISTRACAO INDIRETA,CONV. 823821/2015 - AQUISICAO DE EQUIPAMENTOS PARA FORMATO FULLDOME IMERSIVO - MC/PLANETAR,0.0,41098.56
